,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
29416,49.0,entrepreneur,married,basic.4y,no,no,no,cellular,apr,mon,383.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17012,57.0,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,1173.0,4.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
27618,53.0,unemployed,single,basic.9y,no,no,no,cellular,nov,fri,125.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
27971,48.0,admin.,single,university.degree,no,yes,no,cellular,mar,tue,544.0,1.0,999.0,0.0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,5099.1,no
14468,50.0,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,tue,195.0,6.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
24080,27.0,self-employed,married,professional.course,no,no,no,telephone,nov,wed,669.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,yes
23449,36.0,management,married,university.degree,no,no,no,cellular,aug,wed,46.0,7.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
210,36.0,student,single,basic.9y,no,yes,no,telephone,may,mon,256.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
4915,30.0,technician,married,university.degree,no,yes,no,telephone,may,wed,72.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
39701,45.0,management,married,basic.9y,no,yes,no,cellular,may,thu,165.0,1.0,999.0,3.0,failure,-1.8,93.876,-40.0,0.6920000000000001,5008.7,no
36111,29.0,technician,single,high.school,no,no,yes,cellular,may,tue,185.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
5863,24.0,admin.,married,basic.9y,no,yes,no,telephone,may,mon,764.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
25182,30.0,technician,single,professional.course,no,yes,yes,cellular,nov,tue,69.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
19531,41.0,technician,divorced,university.degree,no,no,no,cellular,aug,thu,140.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
14283,44.0,blue-collar,single,basic.6y,no,yes,no,cellular,jul,mon,229.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
4640,35.0,technician,married,university.degree,no,no,no,telephone,may,wed,86.0,6.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
7978,30.0,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,758.0,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2345,33.0,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,tue,226.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
7209,50.0,admin.,married,basic.9y,no,no,no,telephone,may,thu,752.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9211,42.0,technician,single,professional.course,no,no,no,telephone,jun,fri,29.0,4.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26858,30.0,services,married,high.school,no,yes,no,cellular,nov,thu,75.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
33816,34.0,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,127.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
23303,44.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,114.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2004,48.0,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,76.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39828,29.0,admin.,single,university.degree,no,yes,no,cellular,jun,wed,200.0,1.0,6.0,3.0,success,-1.7,94.055,-39.8,0.715,4991.6,yes
37022,31.0,services,single,university.degree,no,no,no,telephone,jul,tue,82.0,2.0,999.0,1.0,failure,-2.9,92.469,-33.6,1.044,5076.2,no
13584,32.0,services,married,high.school,no,no,no,cellular,jul,thu,174.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
15488,43.0,technician,single,university.degree,no,yes,no,telephone,jul,fri,54.0,7.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
10532,33.0,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,147.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8302,44.0,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,249.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
28148,40.0,services,married,university.degree,no,no,no,cellular,apr,mon,294.0,1.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.466,5099.1,no
39628,41.0,admin.,married,university.degree,no,no,no,telephone,may,mon,128.0,2.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,no
30315,39.0,management,married,professional.course,no,no,no,cellular,apr,thu,156.0,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
39813,38.0,blue-collar,married,basic.6y,no,yes,no,cellular,jun,fri,106.0,1.0,999.0,2.0,failure,-1.7,94.055,-39.8,0.7070000000000001,4991.6,no
11035,33.0,housemaid,married,high.school,no,yes,no,telephone,jun,wed,154.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
37664,56.0,management,married,university.degree,no,yes,no,cellular,aug,tue,370.0,2.0,999.0,0.0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes
37944,41.0,management,married,basic.6y,no,no,no,cellular,sep,fri,181.0,1.0,999.0,0.0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no
26079,39.0,services,divorced,high.school,no,yes,no,cellular,nov,wed,222.0,3.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.12,5195.8,no
38532,34.0,admin.,single,university.degree,no,yes,no,telephone,oct,wed,182.0,2.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,no
9326,38.0,technician,married,professional.course,no,no,no,telephone,jun,fri,36.0,24.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35935,46.0,admin.,single,university.degree,no,yes,no,cellular,may,mon,92.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
19122,41.0,technician,married,university.degree,no,yes,no,cellular,aug,tue,27.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29664,40.0,management,married,university.degree,no,yes,no,cellular,apr,mon,96.0,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
40187,44.0,admin.,single,high.school,no,no,yes,telephone,jul,fri,12.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
10327,25.0,student,single,high.school,no,yes,yes,telephone,jun,mon,100.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
6775,37.0,admin.,single,university.degree,no,no,no,telephone,may,wed,362.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37461,23.0,student,single,high.school,no,yes,no,cellular,aug,thu,784.0,3.0,15.0,3.0,failure,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes
19439,43.0,admin.,single,university.degree,no,no,yes,cellular,aug,wed,1471.0,7.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
25641,36.0,management,married,university.degree,no,yes,no,cellular,nov,wed,20.0,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.12,5195.8,no
24395,43.0,management,married,university.degree,no,yes,no,cellular,nov,mon,65.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
14009,28.0,blue-collar,married,basic.6y,no,yes,no,telephone,jul,fri,330.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
38201,36.0,admin.,married,university.degree,no,yes,no,cellular,oct,wed,133.0,1.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.74,5017.5,no
312,36.0,admin.,married,high.school,no,no,no,telephone,may,mon,108.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35812,30.0,services,married,university.degree,no,yes,no,cellular,may,mon,109.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
29847,32.0,blue-collar,single,basic.6y,no,no,no,cellular,apr,mon,87.0,4.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
20120,36.0,technician,single,university.degree,no,yes,no,cellular,aug,mon,101.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
13871,40.0,services,married,university.degree,no,yes,no,cellular,jul,fri,131.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
34894,30.0,admin.,single,university.degree,no,no,no,cellular,may,fri,197.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
31025,36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,399.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
10420,47.0,admin.,married,university.degree,no,no,no,telephone,jun,mon,139.0,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2594,36.0,admin.,married,high.school,no,yes,no,telephone,may,tue,259.0,5.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3997,31.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,73.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
23503,37.0,technician,single,university.degree,no,no,no,cellular,aug,thu,146.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1607,27.0,blue-collar,married,university.degree,no,no,yes,telephone,may,fri,357.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
35701,39.0,admin.,single,university.degree,no,yes,yes,cellular,may,mon,9.0,4.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
20272,39.0,technician,married,professional.course,no,no,no,cellular,aug,mon,77.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35696,50.0,admin.,married,high.school,no,yes,yes,cellular,may,mon,146.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
2843,34.0,blue-collar,married,high.school,no,no,no,telephone,may,wed,407.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
9360,38.0,management,married,university.degree,no,no,no,telephone,jun,fri,197.0,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
11848,58.0,technician,married,professional.course,no,yes,no,telephone,jun,fri,16.0,8.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
25041,31.0,technician,married,high.school,no,no,no,cellular,nov,tue,90.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
5621,44.0,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,52.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22622,60.0,management,married,university.degree,no,yes,no,cellular,aug,fri,527.0,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
6436,45.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,193.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29023,54.0,retired,married,basic.4y,no,yes,no,cellular,apr,fri,840.0,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
19641,56.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,163.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
3403,35.0,admin.,married,university.degree,no,no,no,telephone,may,thu,420.0,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9714,37.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,199.0,4.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39319,75.0,retired,married,basic.9y,no,no,no,cellular,mar,mon,293.0,2.0,999.0,1.0,failure,-1.8,93.369,-34.8,0.639,5008.7,yes
36269,45.0,blue-collar,married,basic.9y,no,no,no,cellular,jun,mon,177.0,2.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
15620,27.0,student,single,high.school,no,yes,no,cellular,jul,mon,54.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
22035,54.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,174.0,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
13186,42.0,technician,married,high.school,no,yes,no,cellular,jul,wed,761.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
38965,55.0,technician,married,high.school,no,yes,no,cellular,dec,thu,284.0,1.0,999.0,1.0,failure,-3.0,92.713,-33.0,0.72,5023.5,yes
19147,49.0,services,married,high.school,no,no,no,cellular,aug,tue,203.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
12761,38.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,175.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
13606,32.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,349.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
23439,38.0,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,145.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
11468,59.0,retired,divorced,basic.4y,no,yes,no,telephone,jun,fri,39.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
24602,35.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,101.0,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
23139,47.0,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,484.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9115,31.0,blue-collar,married,university.degree,no,no,no,telephone,jun,fri,339.0,5.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36277,49.0,management,married,university.degree,no,yes,no,cellular,jun,mon,128.0,1.0,999.0,1.0,failure,-2.9,92.963,-40.8,1.266,5076.2,no
36245,22.0,student,single,basic.6y,no,yes,no,cellular,jun,mon,814.0,1.0,3.0,1.0,success,-2.9,92.963,-40.8,1.266,5076.2,no
28955,48.0,services,single,high.school,no,yes,no,cellular,apr,fri,267.0,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
20967,34.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,518.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,yes
11055,51.0,management,married,university.degree,no,no,no,telephone,jun,wed,16.0,17.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
22155,32.0,technician,single,professional.course,no,yes,yes,cellular,aug,thu,84.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
27050,49.0,management,married,university.degree,no,yes,no,cellular,nov,fri,846.0,1.0,3.0,1.0,success,-0.1,93.2,-42.0,4.021,5195.8,no
415,51.0,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,180.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20224,31.0,technician,single,professional.course,no,no,no,cellular,aug,mon,370.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37819,80.0,retired,married,basic.4y,no,yes,no,cellular,aug,wed,76.0,1.0,3.0,2.0,success,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no
3221,48.0,technician,married,professional.course,no,no,no,telephone,may,thu,145.0,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3469,36.0,admin.,divorced,university.degree,no,yes,no,telephone,may,thu,309.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
4828,58.0,management,single,professional.course,no,no,no,telephone,may,wed,233.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
22558,32.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,47.0,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
15293,24.0,technician,single,basic.6y,no,no,no,cellular,jul,thu,75.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
14512,37.0,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,65.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
36227,45.0,unemployed,married,basic.9y,no,yes,no,cellular,jun,mon,201.0,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
18444,44.0,services,married,high.school,no,no,no,cellular,jul,thu,374.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
36802,22.0,services,single,high.school,no,yes,yes,cellular,jun,mon,181.0,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
34228,32.0,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,630.0,3.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
13294,24.0,services,single,high.school,no,yes,no,cellular,jul,wed,242.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
15326,53.0,management,married,high.school,no,no,no,cellular,jul,fri,91.0,10.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
32298,27.0,admin.,single,high.school,no,yes,no,cellular,may,fri,340.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
6382,35.0,blue-collar,married,university.degree,no,yes,no,telephone,may,tue,112.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
12756,31.0,admin.,single,basic.9y,no,yes,no,cellular,jul,tue,124.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
33262,27.0,services,married,high.school,no,yes,no,cellular,may,tue,58.0,3.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
5965,31.0,technician,married,professional.course,no,no,no,telephone,may,tue,159.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
23949,32.0,management,single,university.degree,no,no,no,cellular,aug,fri,157.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1691,33.0,blue-collar,married,basic.6y,no,yes,yes,telephone,may,fri,1132.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
40007,52.0,admin.,married,university.degree,no,yes,yes,cellular,jun,wed,241.0,4.0,999.0,3.0,failure,-1.7,94.055,-39.8,0.767,4991.6,no
8926,27.0,admin.,single,university.degree,no,no,no,telephone,jun,thu,64.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
41108,64.0,admin.,married,university.degree,no,no,no,cellular,nov,mon,78.0,1.0,3.0,3.0,success,-1.1,94.76700000000001,-50.8,1.048,4963.6,no
24326,47.0,management,married,basic.9y,no,no,no,telephone,nov,mon,53.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
1309,48.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,211.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
14639,34.0,technician,single,professional.course,no,no,yes,cellular,jul,tue,955.0,5.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
40155,37.0,services,married,high.school,no,no,no,cellular,jul,thu,346.0,1.0,6.0,2.0,success,-1.7,94.215,-40.3,0.846,4991.6,yes
39761,25.0,technician,single,high.school,no,yes,no,cellular,may,fri,581.0,3.0,999.0,2.0,failure,-1.8,93.876,-40.0,0.6990000000000001,5008.7,no
26725,40.0,management,married,university.degree,no,yes,no,cellular,nov,thu,165.0,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
4463,44.0,management,married,university.degree,no,yes,no,telephone,may,tue,254.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
11915,33.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,8.0,13.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40045,83.0,housemaid,divorced,basic.4y,no,yes,yes,cellular,jul,tue,257.0,1.0,999.0,3.0,failure,-1.7,94.215,-40.3,0.797,4991.6,no
32483,58.0,management,single,university.degree,no,yes,no,cellular,may,fri,685.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes
28461,46.0,admin.,married,professional.course,no,yes,no,cellular,apr,tue,62.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34301,44.0,services,divorced,high.school,no,yes,no,cellular,may,thu,533.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
7567,44.0,technician,married,professional.course,no,yes,no,telephone,may,fri,388.0,7.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
14046,35.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,145.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1811,44.0,admin.,married,basic.9y,no,no,no,telephone,may,fri,163.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
4963,39.0,self-employed,married,basic.4y,no,no,no,telephone,may,wed,389.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
38020,78.0,admin.,married,university.degree,no,yes,no,cellular,sep,wed,234.0,1.0,999.0,1.0,failure,-3.4,92.37899999999999,-29.8,0.7809999999999999,5017.5,yes
28631,47.0,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,206.0,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
1367,27.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,1170.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
32574,27.0,services,married,basic.9y,no,yes,yes,cellular,may,mon,304.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
17741,50.0,services,married,high.school,no,no,no,cellular,jul,tue,301.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
26462,38.0,management,married,university.degree,no,yes,no,cellular,nov,thu,83.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2595,36.0,blue-collar,single,university.degree,no,yes,no,telephone,may,tue,165.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
24555,55.0,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,179.0,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
17833,33.0,admin.,married,university.degree,no,no,yes,cellular,jul,tue,255.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
39429,62.0,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,mon,366.0,2.0,10.0,1.0,success,-1.8,93.749,-34.6,0.642,5008.7,no
29087,35.0,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1007.0,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
23691,33.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,402.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
4390,56.0,retired,married,high.school,no,no,no,telephone,may,tue,88.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33792,23.0,student,single,high.school,no,yes,no,cellular,may,wed,78.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
8175,45.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,250.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
7296,34.0,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,248.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
27867,33.0,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,203.0,4.0,999.0,1.0,failure,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes
6039,53.0,housemaid,married,basic.4y,no,yes,no,telephone,may,tue,257.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35164,32.0,technician,single,professional.course,no,no,no,cellular,may,fri,303.0,2.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
37519,44.0,unemployed,married,high.school,no,yes,no,telephone,aug,thu,99.0,1.0,999.0,0.0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no
33543,45.0,admin.,married,university.degree,no,no,no,cellular,may,tue,198.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
28249,38.0,admin.,divorced,high.school,no,no,no,cellular,apr,tue,172.0,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.453,5099.1,no
1183,41.0,technician,married,high.school,no,yes,yes,telephone,may,thu,177.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
21826,42.0,admin.,single,high.school,no,yes,no,cellular,aug,wed,138.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
5919,40.0,blue-collar,married,high.school,no,no,yes,telephone,may,tue,121.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
15487,43.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,83.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
38917,24.0,admin.,single,university.degree,no,yes,no,cellular,nov,wed,84.0,1.0,9.0,3.0,failure,-3.4,92.649,-30.1,0.716,5017.5,no
7148,50.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,thu,85.0,6.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
